"campaignid","sample","family","genus","species","length","min.length","max.length","fb.length_max","reason","difference","percent.of.fb.max"
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB559","Labridae","Hemigymnus","fasciatus",294.11084,45,255,300,"too big",39.11084,98.0369466666667
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB559","Scaridae","Chlorurus","rhakoura",403.66354,66.3,375.7,442,"too big",27.96354,91.326592760181
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB593","Scaridae","Chlorurus","rhakoura",385.05911,66.3,375.7,442,"too big",9.35910999999999,87.1174457013575
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB593","Scaridae","Chlorurus","rhakoura",453.60722,66.3,375.7,442,"too big",77.90722,102.626067873303
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB568","Acanthuridae","Acanthurus","nigrofuscus",189.6761,31.5,178.5,210,"too big",11.1761,90.3219523809524
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB568","Labridae","Hologymnosus","annulatus",341.74517,60,340,400,"too big",1.74516999999997,85.4362925
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB568","Pomacentridae","Pomacentrus","coelestis",80.18024,13.5,76.5,90,"too big",3.68024,89.0891555555555
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB536","Tetraodontidae","Feroxodon","multistriatus",450.79424,58.5,331.5,390,"too big",119.29424,115.588266666667
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB605","Trichonotidae","Trichonotus","setiger",208.9439,33,187,220,"too big",21.9439,94.9745
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB571","Labridae","Thalassoma","lunare",58.95939,67.5,382.5,450,"too small",8.54061,13.1020866666667
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB528","Pomacentridae","Pomacentrus","coelestis",86.65298,13.5,76.5,90,"too big",10.15298,96.2810888888889
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB525","Nemipteridae","Scolopsis","monogramma",345.64956,57,323,380,"too big",22.64956,90.9604105263158
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB525","Labridae","Cirrhilabrus","temminckii",99.73111,17.4,98.6,116,"too big",1.13111000000001,85.9750948275862
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB525","Labridae","Cirrhilabrus","temminckii",107.95667,17.4,98.6,116,"too big",9.35667000000001,93.0660948275862
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB560","Dasyatidae","Neotrygon","australiae",350.76599,61.5,348.5,410,"too big",2.26598999999999,85.5526804878049
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB527","Echeneidae","Echeneis","naucrates",134.58922,165,935,1100,"too small",30.41078,12.2353836363636
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB585","Nemipteridae","Pentapodus","porosus",39.50801,40.5,229.5,270,"too small",0.991990000000001,14.6325962962963
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB585","Nemipteridae","Pentapodus","porosus",38.15422,40.5,229.5,270,"too small",2.34578,14.1311925925926
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB585","Nemipteridae","Pentapodus","porosus",39.28501,40.5,229.5,270,"too small",1.21499,14.5500037037037
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB585","Nemipteridae","Pentapodus","porosus",35.66417,40.5,229.5,270,"too small",4.83583,13.2089518518519
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB585","Nemipteridae","Pentapodus","porosus",37.64885,40.5,229.5,270,"too small",2.85115,13.9440185185185
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB585","Nemipteridae","Pentapodus","porosus",35.95423,40.5,229.5,270,"too small",4.54577,13.3163814814815
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB585","Nemipteridae","Pentapodus","porosus",34.67715,40.5,229.5,270,"too small",5.82285,12.8433888888889
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB585","Nemipteridae","Pentapodus","porosus",40.36475,40.5,229.5,270,"too small",0.135249999999999,14.9499074074074
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB585","Nemipteridae","Pentapodus","porosus",35.75613,40.5,229.5,270,"too small",4.74387,13.2430111111111
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB585","Nemipteridae","Pentapodus","porosus",29.05757,40.5,229.5,270,"too small",11.44243,10.762062962963
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB552","Chaetodontidae","Chaetodon","lunulatus",129.64579,21,119,140,"too big",10.64579,92.6041357142857
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB552","Chaetodontidae","Chaetodon","lunulatus",125.75128,21,119,140,"too big",6.75127999999999,89.8223428571429
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB552","Lutjanidae","Lutjanus","carponotatus",371.80994,60,340,400,"too big",31.80994,92.952485
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB552","Chaetodontidae","Chaetodon","lunula",184.82624,30,170,200,"too big",14.82624,92.41312
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB562","Scombridae","Gymnosarda","unicolor",330.39546,372,2108,2480,"too small",41.60454,13.3223975806452
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB575","Serranidae","Epinephelus","fasciatus",59.85808,60,340,400,"too small",0.141919999999999,14.96452
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB575","Labridae","Thalassoma","lunare",46.59389,67.5,382.5,450,"too small",20.90611,10.3541977777778
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB575","Acanthuridae","Acanthurus","grammoptilus",302.17723,52.5,297.5,350,"too big",4.67723000000001,86.3363514285714
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB591","Pomacentridae","Amblyglyphidodon","curacao",94.19475,16.5,93.5,110,"too big",0.694749999999999,85.6315909090909
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB591","Chaetodontidae","Chaetodon","lunulatus",127.09293,21,119,140,"too big",8.09293,90.7806642857143
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB579","Labridae","Halichoeres","nebulosus",103.97082,18,102,120,"too big",1.97082,86.64235
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB563","Monacanthidae","Cantherhines","pardalis",222.53114,37.5,212.5,250,"too big",10.03114,89.012456
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB563","Scaridae","Chlorurus","sordidus",348.11144,60,340,400,"too big",8.11144000000002,87.02786
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB563","Chaetodontidae","Chaetodon","unimaculatus",225.91285,30,170,200,"too big",55.91285,112.956425
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB563","Chaetodontidae","Chaetodon","unimaculatus",219.28918,30,170,200,"too big",49.28918,109.64459
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB561","Kyphosidae","Kyphosus","vaigiensis",626.89375,105,595,700,"too big",31.89375,89.55625
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB561","Kyphosidae","Kyphosus","vaigiensis",687.68935,105,595,700,"too big",92.68935,98.2413357142857
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB592","Scaridae","Scarus","schlegeli",355.12235,60,340,400,"too big",15.12235,88.7805875
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB541","Acanthuridae","Acanthurus","grammoptilus",311.46577,52.5,297.5,350,"too big",13.96577,88.99022
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB541","Chaetodontidae","Chaetodon","auriga",198.96787,34.5,195.5,230,"too big",3.46787,86.5077695652174
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB541","Labridae","Thalassoma","lunare",64.94684,67.5,382.5,450,"too small",2.55316000000001,14.4326311111111
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB549","Labridae","Anampses","lennardi",283.41112,42,238,280,"too big",45.41112,101.218257142857
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB549","Scaridae","Scarus","chameleon",288.02189,46.5,263.5,310,"too big",24.52189,92.9102870967742
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB577","Lutjanidae","Lutjanus","carponotatus",397.74206,60,340,400,"too big",57.74206,99.435515
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB577","Labridae","Hologymnosus","annulatus",384.33648,60,340,400,"too big",44.33648,96.08412
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB577","Labridae","Thalassoma","lunare",60.78015,67.5,382.5,450,"too small",6.71985,13.5067
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB577","Chaetodontidae","Heniochus","singularius",293.45296,45,255,300,"too big",38.45296,97.8176533333333
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB600","Pomacentridae","Abudefduf","bengalensis",172.30545,27,153,180,"too big",19.30545,95.72525
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB600","Serranidae","Epinephelus","bilobatus",343.31642,60,340,400,"too big",3.31641999999999,85.829105
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB564","Chaetodontidae","Heniochus","singularius",278.41773,45,255,300,"too big",23.41773,92.80591
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB564","Scaridae","Scarus","rivulatus",358.17084,60,340,400,"too big",18.17084,89.54271
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB564","Scaridae","Scarus","rivulatus",343.88738,60,340,400,"too big",3.88738000000001,85.971845
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB564","Scaridae","Hipposcarus","longiceps",558.6617,90,510,600,"too big",48.6617,93.1102833333333
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB522","Labridae","Leptojulis","cyanopleura",120.35816,19.5,110.5,130,"too big",9.85816,92.5832
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB544","Labridae","Macropharyngodon","negrosensis",118.49972,18,102,120,"too big",16.49972,98.7497666666667
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB539","Labridae","Halichoeres","nebulosus",104.44154,18,102,120,"too big",2.44154,87.0346166666667
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB539","Labridae","Choerodon","cauteroma",428.75325,64.5,365.5,430,"too big",63.25325,99.7100581395349
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB543","Lutjanidae","Lutjanus","carponotatus",344.42059,60,340,400,"too big",4.42059,86.1051475
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB586","Nemipteridae","Pentapodus","porosus",39.35448,40.5,229.5,270,"too small",1.14552,14.5757333333333
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB586","Nemipteridae","Pentapodus","porosus",33.21032,40.5,229.5,270,"too small",7.28968,12.3001185185185
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB586","Nemipteridae","Pentapodus","porosus",32.08437,40.5,229.5,270,"too small",8.41563,11.8831
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB586","Nemipteridae","Pentapodus","porosus",21.16191,40.5,229.5,270,"too small",19.33809,7.83774444444444
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB586","Nemipteridae","Pentapodus","porosus",25.70053,40.5,229.5,270,"too small",14.79947,9.51871481481481
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB586","Nemipteridae","Pentapodus","porosus",37.02759,40.5,229.5,270,"too small",3.47241,13.7139222222222
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB586","Nemipteridae","Pentapodus","porosus",35.23791,40.5,229.5,270,"too small",5.26209,13.0510777777778
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB586","Nemipteridae","Pentapodus","porosus",32.08636,40.5,229.5,270,"too small",8.41364,11.883837037037
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB586","Nemipteridae","Pentapodus","porosus",32.87929,40.5,229.5,270,"too small",7.62071,12.1775148148148
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB586","Nemipteridae","Pentapodus","porosus",34.57717,40.5,229.5,270,"too small",5.92283,12.8063592592593
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB590","Nemipteridae","Pentapodus","porosus",30.5674,40.5,229.5,270,"too small",9.9326,11.3212592592593
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB590","Nemipteridae","Pentapodus","porosus",38.09284,40.5,229.5,270,"too small",2.40716,14.1084592592593
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB590","Nemipteridae","Pentapodus","porosus",28.60593,40.5,229.5,270,"too small",11.89407,10.5947888888889
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB590","Serranidae","Epinephelus","bilobatus",389.86961,60,340,400,"too big",49.86961,97.4674025
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB574","Lethrinidae","Lethrinus","ravus",268.05912,45,255,300,"too big",13.05912,89.35304
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB583","Carangidae","Selaroides","leptolepis",257.43279,33,187,220,"too big",70.43279,117.014904545455
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB583","Carangidae","Selaroides","leptolepis",236.06961,33,187,220,"too big",49.06961,107.304368181818
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB583","Carangidae","Selaroides","leptolepis",243.82006,33,187,220,"too big",56.82006,110.8273
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB583","Carangidae","Selaroides","leptolepis",248.1238,33,187,220,"too big",61.1238,112.783545454545
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB583","Carangidae","Selaroides","leptolepis",251.34329,33,187,220,"too big",64.34329,114.24695
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Labridae","Halichoeres","nebulosus",104.69713,18,102,120,"too big",2.69713,87.2476083333333
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Serranidae","Epinephelus","fasciatus",55.1592,60,340,400,"too small",4.8408,13.7898
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB555","Pomacentridae","Pomacentrus","coelestis",77.72414,13.5,76.5,90,"too big",1.22414000000001,86.3601555555556
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB597","Lutjanidae","Lutjanus","carponotatus",404.64768,60,340,400,"too big",64.64768,101.16192
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB597","Lutjanidae","Lutjanus","carponotatus",344.71323,60,340,400,"too big",4.71323000000001,86.1783075
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB597","Serranidae","Epinephelus","bilobatus",384.00646,60,340,400,"too big",44.00646,96.001615
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB597","Chaetodontidae","Chaetodon","lunula",191.63495,30,170,200,"too big",21.63495,95.817475
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB597","Chaetodontidae","Chaetodon","lunula",203.36352,30,170,200,"too big",33.36352,101.68176
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB597","Dasyatidae","Neotrygon","australiae",375.54971,61.5,348.5,410,"too big",27.04971,91.5974902439024
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB597","Echeneidae","Echeneis","naucrates",159.71224,165,935,1100,"too small",5.28775999999999,14.5192945454545
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB569","Siganidae","Siganus","trispilos",220.32077,37.5,212.5,250,"too big",7.82077000000001,88.128308
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB569","Siganidae","Siganus","trispilos",213.32446,37.5,212.5,250,"too big",0.824459999999988,85.329784
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB589","Mullidae","Parupeneus","barberinoides",42.48978,45,255,300,"too small",2.51022,14.16326
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB589","Nemipteridae","Pentapodus","porosus",37.56212,40.5,229.5,270,"too small",2.93788,13.9118962962963
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB589","Nemipteridae","Pentapodus","porosus",29.35866,40.5,229.5,270,"too small",11.14134,10.8735777777778
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB589","Nemipteridae","Pentapodus","porosus",34.82604,40.5,229.5,270,"too small",5.67396,12.8985333333333
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB589","Nemipteridae","Pentapodus","porosus",29.86896,40.5,229.5,270,"too small",10.63104,11.0625777777778
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB589","Nemipteridae","Pentapodus","porosus",28.63268,40.5,229.5,270,"too small",11.86732,10.6046962962963
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB589","Balistidae","Abalistes","stellatus",550.8556,90,510,600,"too big",40.8556,91.8092666666667
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB589","Balistidae","Abalistes","stellatus",517.33298,90,510,600,"too big",7.33298000000002,86.2221633333333
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB589","Mullidae","Parupeneus","spilurus",32.32534,75,425,500,"too small",42.67466,6.465068
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB554","Labridae","Thalassoma","lunare",64.73838,67.5,382.5,450,"too small",2.76161999999999,14.3863066666667
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Pomacentridae","Pomacentrus","coelestis",84.54857,13.5,76.5,90,"too big",8.04857,93.9428555555556
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Siganidae","Siganus","trispilos",261.42881,37.5,212.5,250,"too big",48.92881,104.571524
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Labridae","Thalassoma","lunare",52.76077,67.5,382.5,450,"too small",14.73923,11.7246155555556
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Labridae","Thalassoma","lunare",61.0995,67.5,382.5,450,"too small",6.4005,13.5776666666667
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Labridae","Thalassoma","lunare",54.18468,67.5,382.5,450,"too small",13.31532,12.04104
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Labridae","Thalassoma","lunare",41.8496,67.5,382.5,450,"too small",25.6504,9.29991111111111
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Labridae","Thalassoma","lunare",67.40599,67.5,382.5,450,"too small",0.0940099999999973,14.9791088888889
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Labridae","Thalassoma","lunare",52.675,67.5,382.5,450,"too small",14.825,11.7055555555556
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Serranidae","Epinephelus","bilobatus",368.93748,60,340,400,"too big",28.93748,92.23437
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Labridae","Macropharyngodon","negrosensis",105.17096,18,102,120,"too big",3.17095999999999,87.6424666666667
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Lutjanidae","Lutjanus","carponotatus",349.27107,60,340,400,"too big",9.27107000000001,87.3177675
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Haemulidae","Diagramma","pictum labiosum",822.6146,135,765,900,"too big",57.6146,91.4016222222222
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB531","Pomacanthidae","Pomacanthus","sexstriatus",431.36727,69,391,460,"too big",40.36727,93.7754934782609
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Labridae","Hemigymnus","fasciatus",256.32564,45,255,300,"too big",1.32564000000002,85.44188
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Labridae","Hemigymnus","fasciatus",314.79991,45,255,300,"too big",59.79991,104.933303333333
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Labridae","Anampses","melanurus",234.36963,18,102,120,"too big",132.36963,195.308025
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Pomacentridae","Abudefduf","bengalensis",169.62445,27,153,180,"too big",16.62445,94.2358055555556
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Chaetodontidae","Chaetodon","lunula",195.33115,30,170,200,"too big",25.33115,97.665575
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB558","Carangidae","Atule","mate",285.09593,45,255,300,"too big",30.09593,95.0319766666667
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB558","Carangidae","Atule","mate",287.74911,45,255,300,"too big",32.74911,95.91637
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB558","Dasyatidae","Neotrygon","australiae",471.70036,61.5,348.5,410,"too big",123.20036,115.048868292683
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB530","Tetraodontidae","Feroxodon","multistriatus",508.38211,58.5,331.5,390,"too big",176.88211,130.354387179487
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB573","Labridae","Thalassoma","lunare",62.74902,67.5,382.5,450,"too small",4.75098,13.9442266666667
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB598","Labridae","Thalassoma","lunare",46.97618,67.5,382.5,450,"too small",20.52382,10.4391511111111
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB598","Labridae","Thalassoma","lunare",42.11888,67.5,382.5,450,"too small",25.38112,9.35975111111111
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB598","Labridae","Thalassoma","lunare",48.33744,67.5,382.5,450,"too small",19.16256,10.7416533333333
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB598","Chaetodontidae","Chaetodon","lunulatus",206.97394,21,119,140,"too big",87.97394,147.838528571429
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB598","Chaetodontidae","Chaetodon","lunulatus",191.28796,21,119,140,"too big",72.28796,136.634257142857
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB598","Lutjanidae","Lutjanus","carponotatus",344.91115,60,340,400,"too big",4.91115000000002,86.2277875
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB598","Lutjanidae","Lutjanus","carponotatus",350.66989,60,340,400,"too big",10.66989,87.6674725
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB598","Labridae","Anampses","lennardi",261.09617,42,238,280,"too big",23.09617,93.2486321428571
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB521","Echeneidae","Echeneis","naucrates",157.97309,165,935,1100,"too small",7.02690999999999,14.36119
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB521","Tetraodontidae","Feroxodon","multistriatus",551.694,58.5,331.5,390,"too big",220.194,141.46
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB578","Labridae","Hologymnosus","annulatus",365.74849,60,340,400,"too big",25.74849,91.4371225
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB578","Balistidae","Sufflamen","chrysopterum",270.44165,45,255,300,"too big",15.44165,90.1472166666667
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB578","Pomacentridae","Abudefduf","bengalensis",162.87657,27,153,180,"too big",9.87656999999999,90.4869833333333
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB565","Labridae","Macropharyngodon","negrosensis",104.06955,18,102,120,"too big",2.06955000000001,86.724625
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB565","Scaridae","Scarus","rivulatus",341.89206,60,340,400,"too big",1.89206000000001,85.473015
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB565","Pomacentridae","Amphiprion","perideraion",85.03614,15,85,100,"too big",0.0361400000000032,85.03614
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB565","Carangidae","Gnathanodon","speciosus",140.26227,180,1020,1200,"too small",39.73773,11.6885225
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB565","Siganidae","Siganus","trispilos",257.13773,37.5,212.5,250,"too big",44.63773,102.855092
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB565","Siganidae","Siganus","trispilos",279.46855,37.5,212.5,250,"too big",66.96855,111.78742
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB565","Lutjanidae","Symphorus","nematophorus",860.78795,150,850,1000,"too big",10.78795,86.078795
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB572","Scaridae","Scarus","schlegeli",342.35223,60,340,400,"too big",2.35223000000002,85.5880575
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB572","Scaridae","Chlorurus","rhakoura",391.8022,66.3,375.7,442,"too big",16.1022,88.6430316742081
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB572","Acanthuridae","Acanthurus","grammoptilus",445.41854,52.5,297.5,350,"too big",147.91854,127.26244
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB572","Lethrinidae","Lethrinus","microdon",803.52411,120,680,800,"too big",123.52411,100.44051375
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB572","Lutjanidae","Lutjanus","bohar",800.2588,135,765,900,"too big",35.2588,88.9176444444444
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB572","Chaetodontidae","Chaetodon","aureofasciatus",159.39688,22.5,127.5,150,"too big",31.89688,106.264586666667
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Acanthuridae","Naso","annulatus",84.36622,150,850,1000,"too small",65.63378,8.436622
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Echeneidae","Echeneis","naucrates",114.11619,165,935,1100,"too small",50.88381,10.3741990909091
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB551","Chaetodontidae","Chaetodon","lunula",187.84358,30,170,200,"too big",17.84358,93.92179
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB596","Chaetodontidae","Chaetodon","aureofasciatus",133.9012,22.5,127.5,150,"too big",6.40119999999999,89.2674666666667
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB596","Labridae","Thalassoma","lunare",56.8002,67.5,382.5,450,"too small",10.6998,12.6222666666667
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB596","Labridae","Hologymnosus","annulatus",377.58625,60,340,400,"too big",37.58625,94.3965625
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB596","Serranidae","Epinephelus","bilobatus",415.73671,60,340,400,"too big",75.73671,103.9341775
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB596","Grammistidae","Diploprion","bifasciatum",228.55311,37.5,212.5,250,"too big",16.05311,91.421244
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB524","Haemulidae","Plectorhinchus","flavomaculatus",683.60086,90,510,600,"too big",173.60086,113.933476666667
