"campaignid","sample","family","genus","species","length","min.length","max.length","fb.length_max","reason","difference","percent.of.fb.max"
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB567","Chaetodontidae","Chaetodon","adiergastos",176.69719,30,170,200,"too big",6.69719000000001,88.348595
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB567","Chaetodontidae","Chaetodon","adiergastos",179.22915,30,170,200,"too big",9.22915,89.614575
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB588","Lutjanidae","Lutjanus","carponotatus",357.61079,60,340,400,"too big",17.61079,89.4026975
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB588","Labridae","Thalassoma","lunare",64.33182,67.5,382.5,450,"too small",3.16818000000001,14.29596
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB588","Labridae","Thalassoma","lunare",49.45361,67.5,382.5,450,"too small",18.04639,10.9896911111111
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB588","Labridae","Thalassoma","lunare",56.92771,67.5,382.5,450,"too small",10.57229,12.6506022222222
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB588","Labridae","Thalassoma","lunare",62.81872,67.5,382.5,450,"too small",4.68128,13.9597155555556
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB588","Labridae","Thalassoma","lunare",66.11603,67.5,382.5,450,"too small",1.38397000000001,14.6924511111111
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB588","Pomacanthidae","Chaetodontoplus","duboulayi",252.52288,42,238,280,"too big",14.52288,90.1867428571429
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB529","Labridae","Anampses","lennardi",306.36838,42,238,280,"too big",68.36838,109.417278571429
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB529","Labridae","Thalassoma","lunare",46.08407,67.5,382.5,450,"too small",21.41593,10.2409044444444
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB547","Carangidae","Atule","mate",256.50099,45,255,300,"too big",1.50099,85.50033
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB542","Labridae","Thalassoma","lunare",56.21416,67.5,382.5,450,"too small",11.28584,12.4920355555556
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB545","Labridae","Halichoeres","nebulosus",108.02903,18,102,120,"too big",6.02903000000001,90.0241916666667
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB545","Lethrinidae","Lethrinus","atkinsoni",74.28768,75,425,500,"too small",0.712320000000005,14.857536
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB545","Labridae","Coris","caudimacula",191.59294,30,170,200,"too big",21.59294,95.79647
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB545","Elopidae","Elops","hawaiensis",1095.94631,180,1020,1200,"too big",75.94631,91.3288591666667
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Mullidae","Parupeneus","barberinoides",30.65754,45,255,300,"too small",14.34246,10.21918
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Mullidae","Parupeneus","heptacanthus",52.54226,54,306,360,"too small",1.45774,14.5950722222222
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Nemipteridae","Pentapodus","porosus",37.02891,40.5,229.5,270,"too small",3.47109,13.7144111111111
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Nemipteridae","Pentapodus","porosus",36.13362,40.5,229.5,270,"too small",4.36638,13.3828222222222
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Labridae","Choerodon","cauteroma",377.87123,64.5,365.5,430,"too big",12.37123,87.8770302325582
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Carangidae","Carangoides","caeruleopinnatus",406.77465,61.5,348.5,410,"too big",58.27465,99.2133292682927
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Microdesmidae","Ptereleotris","monoptera",103.94292,18,102,120,"too big",1.94292,86.6191
"2015-01_Montebello.transect_stereoBRUVs","NCB669","Lutjanidae","Lutjanus","lemniscatus",52.14719,97.5,552.5,650,"too small",45.35281,8.02264461538462
"2015-01_Montebello.transect_stereoBRUVs","NCB637","Tetraodontidae","Feroxodon","multistriatus",357.35946,58.5,331.5,390,"too big",25.85946,91.6306307692308
"2015-01_Montebello.transect_stereoBRUVs","NCB637","Apogonidae","Rhabdamia","gracilis",8.67879,9,51,60,"too small",0.321210000000001,14.46465
"2015-01_Montebello.transect_stereoBRUVs","NCB637","Apogonidae","Rhabdamia","gracilis",8.75018,9,51,60,"too small",0.24982,14.5836333333333
"2015-01_Montebello.transect_stereoBRUVs","NCB618","Tetraodontidae","Feroxodon","multistriatus",433.2786,58.5,331.5,390,"too big",101.7786,111.097076923077
"2015-01_Montebello.transect_stereoBRUVs","NCB640","Labridae","Choerodon","cauteroma",378.62976,64.5,365.5,430,"too big",13.12976,88.0534325581395
"2015-01_Montebello.transect_stereoBRUVs","NCB640","Pomacanthidae","Pomacanthus","semicirculatus",385.39787,60,340,400,"too big",45.39787,96.3494675
"2015-01_Montebello.transect_stereoBRUVs","NCB640","Pomacanthidae","Chaetodontoplus","duboulayi",421.35424,42,238,280,"too big",183.35424,150.483657142857
"2015-01_Montebello.transect_stereoBRUVs","NCB640","Nemipteridae","Scolopsis","monogramma",350.31244,57,323,380,"too big",27.31244,92.1874842105263
"2015-01_Montebello.transect_stereoBRUVs","NCB640","Serranidae","Epinephelus","bilobatus",386.83856,60,340,400,"too big",46.83856,96.70964
"2015-01_Montebello.transect_stereoBRUVs","NCB640","Pomacanthidae","Chaetodontoplus","duboulayi",271.60727,42,238,280,"too big",33.60727,97.0025964285714
"2015-01_Montebello.transect_stereoBRUVs","NCB640","Serranidae","Epinephelus","bilobatus",354.71009,60,340,400,"too big",14.71009,88.6775225
"2015-01_Montebello.transect_stereoBRUVs","NCB640","Pomacentridae","Chromis","fumea",86.7855,15,85,100,"too big",1.7855,86.7855
"2015-01_Montebello.transect_stereoBRUVs","NCB691","Serranidae","Epinephelus","bilobatus",367.59669,60,340,400,"too big",27.59669,91.8991725
"2015-01_Montebello.transect_stereoBRUVs","NCB691","Serranidae","Epinephelus","bilobatus",384.53787,60,340,400,"too big",44.53787,96.1344675
"2015-01_Montebello.transect_stereoBRUVs","NCB721","Lethrinidae","Lethrinus","ravus",283.53642,45,255,300,"too big",28.53642,94.51214
"2015-01_Montebello.transect_stereoBRUVs","NCB721","Lethrinidae","Lethrinus","ravus",292.44449,45,255,300,"too big",37.44449,97.4814966666667
"2015-01_Montebello.transect_stereoBRUVs","NCB721","Lethrinidae","Lethrinus","ravus",289.57563,45,255,300,"too big",34.57563,96.52521
"2015-01_Montebello.transect_stereoBRUVs","NCB713","Pomacanthidae","Chaetodontoplus","duboulayi",268.2041,42,238,280,"too big",30.2041,95.7871785714286
"2015-01_Montebello.transect_stereoBRUVs","NCB713","Lethrinidae","Lethrinus","ravus",276.42079,45,255,300,"too big",21.42079,92.1402633333333
"2015-01_Montebello.transect_stereoBRUVs","NCB713","Lethrinidae","Lethrinus","ravus",256.20122,45,255,300,"too big",1.20121999999998,85.4004066666667
"2015-01_Montebello.transect_stereoBRUVs","NCB659","Labridae","Choerodon","cauteroma",366.54057,64.5,365.5,430,"too big",1.04057,85.2419930232558
"2015-01_Montebello.transect_stereoBRUVs","NCB659","Lethrinidae","Lethrinus","ravus",291.33848,45,255,300,"too big",36.33848,97.1128266666667
"2015-01_Montebello.transect_stereoBRUVs","NCB659","Lethrinidae","Lethrinus","ravus",264.72685,45,255,300,"too big",9.72685000000001,88.2422833333333
"2015-01_Montebello.transect_stereoBRUVs","NCB659","Lethrinidae","Lethrinus","ravus",266.98699,45,255,300,"too big",11.98699,88.9956633333333
"2015-01_Montebello.transect_stereoBRUVs","NCB659","Lethrinidae","Lethrinus","ravus",260.71639,45,255,300,"too big",5.71638999999999,86.9054633333333
"2015-01_Montebello.transect_stereoBRUVs","NCB659","Serranidae","Epinephelus","bilobatus",355.54925,60,340,400,"too big",15.54925,88.8873125
"2015-01_Montebello.transect_stereoBRUVs","NCB720","Lethrinidae","Lethrinus","ravus",267.35511,45,255,300,"too big",12.35511,89.11837
"2015-01_Montebello.transect_stereoBRUVs","NCB720","Lethrinidae","Lethrinus","ravus",292.42486,45,255,300,"too big",37.42486,97.4749533333333
"2015-01_Montebello.transect_stereoBRUVs","NCB720","Pomacanthidae","Apolemichthys","trimaculatus",223.98316,39,221,260,"too big",2.98316,86.1473692307692
"2015-01_Montebello.transect_stereoBRUVs","NCB720","Labridae","Coris","caudimacula",174.71814,30,170,200,"too big",4.71814000000001,87.35907
"2015-01_Montebello.transect_stereoBRUVs","NCB720","Cirrhitidae","Cirrhitichthys","falco",62.17004,10.5,59.5,70,"too big",2.67004,88.8143428571429
"2015-01_Montebello.transect_stereoBRUVs","NCB720","Cirrhitidae","Cirrhitichthys","falco",76.28051,10.5,59.5,70,"too big",16.78051,108.972157142857
"2015-01_Montebello.transect_stereoBRUVs","NCB720","Labridae","Bodianus","perditio",77.18139,120,680,800,"too small",42.81861,9.64767375
"2015-01_Montebello.transect_stereoBRUVs","NCB720","Pomacanthidae","Pomacanthus","imperator",382.62871,60,340,400,"too big",42.62871,95.6571775
"2015-01_Montebello.transect_stereoBRUVs","NCB719","Labridae","Bodianus","perditio",68.41525,120,680,800,"too small",51.58475,8.55190625
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Pomacanthidae","Pomacanthus","semicirculatus",365.60545,60,340,400,"too big",25.60545,91.4013625
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Gnathanodon","speciosus",23.53308,180,1020,1200,"too small",156.46692,1.96109
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Siganidae","Siganus","argenteus",346.33959,60,340,400,"too big",6.33958999999999,86.5848975
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Scaridae","Scarus","rubroviolaceus",614.29258,105,595,700,"too big",19.29258,87.7560828571429
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Labridae","Leptojulis","cyanopleura",119.48761,19.5,110.5,130,"too big",8.98761,91.9135461538462
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Lethrinidae","Lethrinus","ravus",291.69654,45,255,300,"too big",36.69654,97.23218
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",341.70571,45,255,300,"too big",86.70571,113.901903333333
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",329.89709,45,255,300,"too big",74.89709,109.965696666667
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",389.678,45,255,300,"too big",134.678,129.892666666667
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",307.52931,45,255,300,"too big",52.52931,102.50977
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",277.55812,45,255,300,"too big",22.55812,92.5193733333333
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",312.47501,45,255,300,"too big",57.47501,104.158336666667
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",257.02837,45,255,300,"too big",2.02837,85.6761233333333
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",288.06579,45,255,300,"too big",33.06579,96.02193
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",315.19184,45,255,300,"too big",60.19184,105.063946666667
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",322.00292,45,255,300,"too big",67.00292,107.334306666667
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",346.29895,45,255,300,"too big",91.29895,115.432983333333
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",376.56824,45,255,300,"too big",121.56824,125.522746666667
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",294.67345,45,255,300,"too big",39.67345,98.2244833333333
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",266.31388,45,255,300,"too big",11.31388,88.7712933333333
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",279.65741,45,255,300,"too big",24.65741,93.2191366666667
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",265.73725,45,255,300,"too big",10.73725,88.5790833333333
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",263.5599,45,255,300,"too big",8.55990000000003,87.8533
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",272.68732,45,255,300,"too big",17.68732,90.8957733333333
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",270.05675,45,255,300,"too big",15.05675,90.0189166666667
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",322.02228,45,255,300,"too big",67.02228,107.34076
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",313.68623,45,255,300,"too big",58.68623,104.562076666667
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",265.91451,45,255,300,"too big",10.91451,88.63817
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",267.17216,45,255,300,"too big",12.17216,89.0573866666667
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",280.76726,45,255,300,"too big",25.76726,93.5890866666667
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",307.6524,45,255,300,"too big",52.6524,102.5508
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",274.14569,45,255,300,"too big",19.14569,91.3818966666667
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",288.7958,45,255,300,"too big",33.7958,96.2652666666667
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",272.67232,45,255,300,"too big",17.67232,90.8907733333333
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",279.56641,45,255,300,"too big",24.56641,93.1888033333333
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Lethrinidae","Lethrinus","ravus",261.08395,45,255,300,"too big",6.08395000000002,87.0279833333333
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Lethrinidae","Lethrinus","ravus",277.39795,45,255,300,"too big",22.39795,92.4659833333333
"2015-01_Montebello.transect_stereoBRUVs","NCB630","Carcharhinidae","Carcharhinus","plumbeus",1643.78926,270,1530,1800,"too big",113.78926,91.3216255555556
"2015-01_Montebello.transect_stereoBRUVs","NCB712","Nemipteridae","Scolopsis","monogramma",324.02765,57,323,380,"too big",1.02764999999999,85.2704342105263
"2015-01_Montebello.transect_stereoBRUVs","NCB712","Lethrinidae","Lethrinus","ravus",285.31282,45,255,300,"too big",30.31282,95.1042733333333
"2015-01_Montebello.transect_stereoBRUVs","NCB712","Carangidae","Gnathanodon","speciosus",100.83548,180,1020,1200,"too small",79.16452,8.40295666666667
"2015-01_Montebello.transect_stereoBRUVs","NCB621","Labridae","Cirrhilabrus","temminckii",107.78397,17.4,98.6,116,"too big",9.18397,92.9172155172414
"2015-01_Montebello.transect_stereoBRUVs","NCB621","Chaetodontidae","Chaetodon","auriga",197.36881,34.5,195.5,230,"too big",1.86881,85.8125260869565
"2015-01_Montebello.transect_stereoBRUVs","NCB621","Chaetodontidae","Heniochus","acuminatus",226.82463,37.5,212.5,250,"too big",14.32463,90.729852
"2015-01_Montebello.transect_stereoBRUVs","NCB621","Chaetodontidae","Heniochus","acuminatus",225.98011,37.5,212.5,250,"too big",13.48011,90.392044
"2015-01_Montebello.transect_stereoBRUVs","NCB621","Tetraodontidae","Feroxodon","multistriatus",475.7416,58.5,331.5,390,"too big",144.2416,121.985025641026
"2015-01_Montebello.transect_stereoBRUVs","NCB621","Scaridae","Scarus","chameleon",282.35071,46.5,263.5,310,"too big",18.85071,91.0808741935484
"2015-01_Montebello.transect_stereoBRUVs","NCB718","Pomacentridae","Amblypomacentrus","breviceps",78.03955,12.75,72.25,85,"too big",5.78955000000001,91.8112352941177
"2015-01_Montebello.transect_stereoBRUVs","NCB676","Lutjanidae","Lutjanus","carponotatus",385.23571,60,340,400,"too big",45.23571,96.3089275
"2015-01_Montebello.transect_stereoBRUVs","NCB676","Lutjanidae","Lutjanus","carponotatus",342.42568,60,340,400,"too big",2.42568,85.60642
"2015-01_Montebello.transect_stereoBRUVs","NCB676","Labridae","Thalassoma","lunare",67.47879,67.5,382.5,450,"too small",0.0212099999999964,14.9952866666667
"2015-01_Montebello.transect_stereoBRUVs","NCB676","Chaetodontidae","Chaetodon","lunula",209.84863,30,170,200,"too big",39.84863,104.924315
"2015-01_Montebello.transect_stereoBRUVs","NCB705","Chaetodontidae","Heniochus","acuminatus",222.738,37.5,212.5,250,"too big",10.238,89.0952
"2015-01_Montebello.transect_stereoBRUVs","NCB705","Lethrinidae","Lethrinus","ravus",271.38348,45,255,300,"too big",16.38348,90.46116
"2015-01_Montebello.transect_stereoBRUVs","NCB705","Lethrinidae","Lethrinus","ravus",290.63856,45,255,300,"too big",35.63856,96.87952
"2015-01_Montebello.transect_stereoBRUVs","NCB705","Chaetodontidae","Chaetodon","auriga",225.39905,34.5,195.5,230,"too big",29.89905,97.9995869565217
"2015-01_Montebello.transect_stereoBRUVs","NCB622","Nemipteridae","Pentapodus","emeryii",342.2491,52.5,297.5,350,"too big",44.7491,97.7854571428571
"2015-01_Montebello.transect_stereoBRUVs","NCB622","Lethrinidae","Lethrinus","ravus",274.66324,45,255,300,"too big",19.66324,91.5544133333333
"2015-01_Montebello.transect_stereoBRUVs","NCB622","Lethrinidae","Lethrinus","ravus",264.71219,45,255,300,"too big",9.71219000000002,88.2373966666667
"2015-01_Montebello.transect_stereoBRUVs","NCB622","Carangidae","Carangoides","orthogrammus",668.27562,112.5,637.5,750,"too big",30.77562,89.103416
"2015-01_Montebello.transect_stereoBRUVs","NCB622","Chaetodontidae","Heniochus","acuminatus",234.61508,37.5,212.5,250,"too big",22.11508,93.846032
"2015-01_Montebello.transect_stereoBRUVs","NCB654","Lethrinidae","Lethrinus","ravus",317.55752,45,255,300,"too big",62.55752,105.852506666667
"2015-01_Montebello.transect_stereoBRUVs","NCB654","Lethrinidae","Lethrinus","ravus",298.26184,45,255,300,"too big",43.26184,99.4206133333333
"2015-01_Montebello.transect_stereoBRUVs","NCB671","Mullidae","Parupeneus","heptacanthus",323.19592,54,306,360,"too big",17.19592,89.7766444444444
"2015-01_Montebello.transect_stereoBRUVs","NCB609","Carangidae","Gnathanodon","speciosus",74.38948,180,1020,1200,"too small",105.61052,6.19912333333333
"2015-01_Montebello.transect_stereoBRUVs","NCB609","Carangidae","Gnathanodon","speciosus",78.94317,180,1020,1200,"too small",101.05683,6.5785975
"2015-01_Montebello.transect_stereoBRUVs","NCB609","Carangidae","Gnathanodon","speciosus",25.99838,180,1020,1200,"too small",154.00162,2.16653166666667
"2015-01_Montebello.transect_stereoBRUVs","NCB609","Carangidae","Gnathanodon","speciosus",80.09358,180,1020,1200,"too small",99.90642,6.674465
"2015-01_Montebello.transect_stereoBRUVs","NCB609","Carangidae","Gnathanodon","speciosus",74.07232,180,1020,1200,"too small",105.92768,6.17269333333333
"2015-01_Montebello.transect_stereoBRUVs","NCB609","Carangidae","Gnathanodon","speciosus",46.75333,180,1020,1200,"too small",133.24667,3.89611083333333
"2015-01_Montebello.transect_stereoBRUVs","NCB609","Carangidae","Gnathanodon","speciosus",75.89549,180,1020,1200,"too small",104.10451,6.32462416666667
"2015-01_Montebello.transect_stereoBRUVs","NCB635","Chaetodontidae","Chaetodon","auriga",209.16609,34.5,195.5,230,"too big",13.66609,90.9417782608696
"2015-01_Montebello.transect_stereoBRUVs","NCB635","Pomacanthidae","Pomacanthus","imperator",383.80867,60,340,400,"too big",43.80867,95.9521675
"2015-01_Montebello.transect_stereoBRUVs","NCB635","Pomacanthidae","Pomacanthus","semicirculatus",364.52136,60,340,400,"too big",24.52136,91.13034
"2015-01_Montebello.transect_stereoBRUVs","NCB610","Carangidae","Decapterus","muroadsi",68.92969,75,425,500,"too small",6.07031000000001,13.785938
"2015-01_Montebello.transect_stereoBRUVs","NCB610","Carangidae","Decapterus","muroadsi",73.40436,75,425,500,"too small",1.59564,14.680872
"2015-01_Montebello.transect_stereoBRUVs","NCB610","Carangidae","Decapterus","muroadsi",60.98311,75,425,500,"too small",14.01689,12.196622
"2015-01_Montebello.transect_stereoBRUVs","NCB610","Carangidae","Decapterus","muroadsi",67.08927,75,425,500,"too small",7.91073,13.417854
"2015-01_Montebello.transect_stereoBRUVs","NCB610","Carangidae","Decapterus","muroadsi",55.33593,75,425,500,"too small",19.66407,11.067186
"2015-01_Montebello.transect_stereoBRUVs","NCB610","Carangidae","Decapterus","muroadsi",68.2443,75,425,500,"too small",6.7557,13.64886
"2015-01_Montebello.transect_stereoBRUVs","NCB610","Carangidae","Decapterus","muroadsi",73.35981,75,425,500,"too small",1.64019,14.671962
"2015-01_Montebello.transect_stereoBRUVs","NCB610","Carangidae","Decapterus","muroadsi",71.88758,75,425,500,"too small",3.11242,14.377516
"2015-01_Montebello.transect_stereoBRUVs","NCB610","Tetraodontidae","Feroxodon","multistriatus",436.43658,58.5,331.5,390,"too big",104.93658,111.906815384615
"2015-01_Montebello.transect_stereoBRUVs","NCB670","Lethrinidae","Lethrinus","ravus",320.04459,45,255,300,"too big",65.04459,106.68153
"2015-01_Montebello.transect_stereoBRUVs","NCB670","Labridae","Choerodon","cauteroma",395.07764,64.5,365.5,430,"too big",29.57764,91.8785209302326
"2015-01_Montebello.transect_stereoBRUVs","NCB688","Mullidae","Parupeneus","heptacanthus",321.77604,54,306,360,"too big",15.77604,89.3822333333333
"2015-01_Montebello.transect_stereoBRUVs","NCB695","Synodontidae","Saurida","undosquamis",479.59125,75,425,500,"too big",54.59125,95.91825
"2015-01_Montebello.transect_stereoBRUVs","NCB650","Balistidae","Sufflamen","fraenatum",373.75937,57,323,380,"too big",50.75937,98.3577289473684
"2015-01_Montebello.transect_stereoBRUVs","NCB650","Scaridae","Scarus","chameleon",295.95587,46.5,263.5,310,"too big",32.45587,95.469635483871
"2015-01_Montebello.transect_stereoBRUVs","NCB650","Pomacanthidae","Chaetodontoplus","duboulayi",256.99051,42,238,280,"too big",18.99051,91.782325
"2015-01_Montebello.transect_stereoBRUVs","NCB650","Monacanthidae","Cantherhines","fronticinctus",258.64922,37.5,212.5,250,"too big",46.14922,103.459688
"2015-01_Montebello.transect_stereoBRUVs","NCB650","Scaridae","Chlorurus","capistratoides",370.97022,60,340,400,"too big",30.97022,92.742555
"2015-01_Montebello.transect_stereoBRUVs","NCB650","Serranidae","Epinephelus","bilobatus",415.70222,60,340,400,"too big",75.70222,103.925555
"2015-01_Montebello.transect_stereoBRUVs","NCB650","Pomacanthidae","Pomacanthus","semicirculatus",370.17819,60,340,400,"too big",30.17819,92.5445475
"2015-01_Montebello.transect_stereoBRUVs","NCB650","Serranidae","Epinephelus","bilobatus",370.11679,60,340,400,"too big",30.11679,92.5291975
"2015-01_Montebello.transect_stereoBRUVs","NCB650","Labridae","Leptojulis","cyanopleura",128.84199,19.5,110.5,130,"too big",18.34199,99.1092230769231
"2015-01_Montebello.transect_stereoBRUVs","NCB650","Lethrinidae","Lethrinus","ravus",271.86205,45,255,300,"too big",16.86205,90.6206833333333
"2015-01_Montebello.transect_stereoBRUVs","NCB650","Lethrinidae","Lethrinus","ravus",291.74706,45,255,300,"too big",36.74706,97.24902
"2015-01_Montebello.transect_stereoBRUVs","NCB650","Lethrinidae","Lethrinus","ravus",291.1701,45,255,300,"too big",36.1701,97.0567
"2015-01_Montebello.transect_stereoBRUVs","NCB650","Lethrinidae","Lethrinus","ravus",307.76893,45,255,300,"too big",52.76893,102.589643333333
"2015-01_Montebello.transect_stereoBRUVs","NCB650","Lethrinidae","Lethrinus","ravus",257.89532,45,255,300,"too big",2.89532000000003,85.9651066666667
"2015-01_Montebello.transect_stereoBRUVs","NCB650","Nemipteridae","Scolopsis","monogramma",329.13605,57,323,380,"too big",6.13605000000001,86.61475
"2015-01_Montebello.transect_stereoBRUVs","NCB624","Carangidae","Gnathanodon","speciosus",71.99299,180,1020,1200,"too small",108.00701,5.99941583333333
"2015-01_Montebello.transect_stereoBRUVs","NCB624","Carangidae","Gnathanodon","speciosus",98.56096,180,1020,1200,"too small",81.43904,8.21341333333333
"2015-01_Montebello.transect_stereoBRUVs","NCB624","Carangidae","Gnathanodon","speciosus",70.57932,180,1020,1200,"too small",109.42068,5.88161
"2015-01_Montebello.transect_stereoBRUVs","NCB624","Carangidae","Gnathanodon","speciosus",138.55581,180,1020,1200,"too small",41.44419,11.5463175
"2015-01_Montebello.transect_stereoBRUVs","NCB624","Pomacanthidae","Pomacanthus","semicirculatus",365.12669,60,340,400,"too big",25.12669,91.2816725
"2015-01_Montebello.transect_stereoBRUVs","NCB666","Mullidae","Parupeneus","heptacanthus",44.80768,54,306,360,"too small",9.19232,12.4465777777778
"2015-01_Montebello.transect_stereoBRUVs","NCB666","Lutjanidae","Lutjanus","lemniscatus",85.31517,97.5,552.5,650,"too small",12.18483,13.1254107692308
"2015-01_Montebello.transect_stereoBRUVs","NCB666","Pomacanthidae","Chaetodontoplus","duboulayi",292.71355,42,238,280,"too big",54.71355,104.540553571429
"2015-01_Montebello.transect_stereoBRUVs","NCB666","Labridae","Choerodon","jordani",177.6611,25.5,144.5,170,"too big",33.1611,104.506529411765
"2015-01_Montebello.transect_stereoBRUVs","NCB612","Tetraodontidae","Feroxodon","multistriatus",438.77887,58.5,331.5,390,"too big",107.27887,112.507402564103
